coordinate	binary_sha256	source_sha256	source_url
jakarta.el:jakarta.el-api:5.0.1	90432d18281717b363b819978c6a172433a2654b77eb87c863c22fc19c20eced	56bf4b921b7dad4b07ad66e583d07edb205d91350af3e18a6cc86bee9bfe3cdd	https://repo.maven.apache.org/maven2/jakarta/el/jakarta.el-api/5.0.1/jakarta.el-api-5.0.1-sources.jar
org.slf4j:slf4j-api:2.0.18	44508fd1576500688c790b190acdd16fec4f8c79a3e0b900afd70503cf055f55	192e007cf7f2be41d40574e44521fc0b7ce55e01f13dbe0fa8707c8ae3329075	https://repo.maven.apache.org/maven2/org/slf4j/slf4j-api/2.0.18/slf4j-api-2.0.18-sources.jar
com.google.protobuf:protobuf-java-util:4.32.1	65bd990b8a3d5625cee9910a4256d00eb780c3961eda5b422a0945ace09dcafd	91e92f090cc57abd22714bbe046f902c9f773324299e050c14000d0941f8b970	https://repo.maven.apache.org/maven2/com/google/protobuf/protobuf-java-util/4.32.1/protobuf-java-util-4.32.1-sources.jar
com.google.code.findbugs:jsr305:3.0.2	766ad2a0783f2687962c8ad74ceecc38a28b9f72a2d085ee438b7813e928d0c7	1c9e85e272d0708c6a591dc74828c71603053b48cc75ae83cce56912a2aa063b	https://repo.maven.apache.org/maven2/com/google/code/findbugs/jsr305/3.0.2/jsr305-3.0.2-sources.jar
com.google.code.gson:gson:2.8.9	d3999291855de495c94c743761b8ab5176cfeabe281a5ab0d8e8d45326fd703e	ba5bddb1a89eb721fcca39f3b34294532060f851e2407a82d82134a41eec4719	https://repo.maven.apache.org/maven2/com/google/code/gson/gson/2.8.9/gson-2.8.9-sources.jar
com.google.j2objc:j2objc-annotations:2.8	f02a95fa1a5e95edb3ed859fd0fb7df709d121a35290eff8b74dce2ab7f4d6ed	7413eed41f111453a08837f5ac680edded7faed466cbd35745e402e13f4cc3f5	https://repo.maven.apache.org/maven2/com/google/j2objc/j2objc-annotations/2.8/j2objc-annotations-2.8-sources.jar
io.dropwizard:dropwizard-auth:5.0.2	93df478907d03482cbe7688e0c6fcfc3b24ebebc7cba3972d54ad24468f084af	e14094cbf9df8370f162c1756b18d0a19e51cdb3ce7716afda308c883e5a64e9	https://repo.maven.apache.org/maven2/io/dropwizard/dropwizard-auth/5.0.2/dropwizard-auth-5.0.2-sources.jar
io.dropwizard.metrics:metrics-caffeine:4.2.39	8043d470ad6f026168c34d7235f4cc29e2089f1cb73ee6b52b7a2f7d54ea94b5	562f644ad44ef9cf37ebde9e93a765a40e5ed535aeb7b98aeb4c26c7878ee6f1	https://repo.maven.apache.org/maven2/io/dropwizard/metrics/metrics-caffeine/4.2.39/metrics-caffeine-4.2.39-sources.jar
com.github.ben-manes.caffeine:caffeine:3.2.4	9d9d2cfd681fd9272ded3d27c9930db12f89f732345975aa113ebc223bbf1224	5079e1b327d79e2fc8ae3f5927587e59c968603e63785fb33479acd8b732211d	https://repo.maven.apache.org/maven2/com/github/ben-manes/caffeine/caffeine/3.2.4/caffeine-3.2.4-sources.jar
jakarta.annotation:jakarta.annotation-api:2.1.1	5f65fdaf424eee2b55e1d882ba9bb376be93fb09b37b808be6e22e8851c909fe	4b8abc5d33e33ad0cc53588532dafece90135cc83629429534af1c0900747094	https://repo.maven.apache.org/maven2/jakarta/annotation/jakarta.annotation-api/2.1.1/jakarta.annotation-api-2.1.1-sources.jar
org.glassfish.jersey.core:jersey-server:3.1.11	7dde2adf6600f3e8f723e37a8c96c31838a682f8db854fdcfcf4f00695d6f903	c9347275992a154a70e468f2ecb6085f7422caab67a59b0d8aa98aa5cf37fdef	https://repo.maven.apache.org/maven2/org/glassfish/jersey/core/jersey-server/3.1.11/jersey-server-3.1.11-sources.jar
com.google.protobuf:protobuf-java:4.32.1	8c99e4d971338bafb0b0b1d1cea9b1bbb3dc9630eb9c25109e4c7c27bca832cb	360f28f005e0736655e86b603fb4e6e554f364bcc80502a89c3ff78d11e2c361	https://repo.maven.apache.org/maven2/com/google/protobuf/protobuf-java/4.32.1/protobuf-java-4.32.1-sources.jar
org.glassfish.jersey.core:jersey-client:3.1.11	9f0f532a6babb530f4c7d6fc4f452b996a97aa7c34248bf249eea8a2ce639758	69380e015a7bc457f08aac204d4cb5ece580ea8a41f43e8c0e09ea368ba35e06	https://repo.maven.apache.org/maven2/org/glassfish/jersey/core/jersey-client/3.1.11/jersey-client-3.1.11-sources.jar
com.fasterxml.jackson.jakarta.rs:jackson-jakarta-rs-json-provider:2.21.4	a8cd69b1dac55bdd0bad9d9803157b296243987b08d5ed7ccde3c81c07ce05cc	a3e806a3fbb4eb873d31d3597bded953e2d2a15163ec850b200356eb901a78d3	https://repo.maven.apache.org/maven2/com/fasterxml/jackson/jakarta/rs/jackson-jakarta-rs-json-provider/2.21.4/jackson-jakarta-rs-json-provider-2.21.4-sources.jar
com.fasterxml.jackson.jakarta.rs:jackson-jakarta-rs-base:2.21.4	ce62827a3381ef2db712503e242ab5a51a881613a9446948a3c25b2d7df326fe	0063703c158d6ca625136527a1f477c3775d3f857c7d6b4883fa84544d29ed3f	https://repo.maven.apache.org/maven2/com/fasterxml/jackson/jakarta/rs/jackson-jakarta-rs-base/2.21.4/jackson-jakarta-rs-base-2.21.4-sources.jar
com.fasterxml.jackson.module:jackson-module-jakarta-xmlbind-annotations:2.21.4	d5c5798fffa760ba6a84a7c9b65caf577f92b8d1c6bccb71d75e93e2ce59bf1d	e225085cf4f8a2e3949879979eb113fc609a7770bad2142fd60be3007b48edf3	https://repo.maven.apache.org/maven2/com/fasterxml/jackson/module/jackson-module-jakarta-xmlbind-annotations/2.21.4/jackson-module-jakarta-xmlbind-annotations-2.21.4-sources.jar
org.glassfish.jersey.containers:jersey-container-servlet-core:3.1.11	4c93b928d93037d7250ab1db9b9eb5e2bd12cf9e67cd48d25dcc835249d47e40	bb4050f8e3daec0a4fd0e7fc439f9b93e6f884dc2e776fe70c7513a4a46a25c3	https://repo.maven.apache.org/maven2/org/glassfish/jersey/containers/jersey-container-servlet-core/3.1.11/jersey-container-servlet-core-3.1.11-sources.jar
jakarta.activation:jakarta.activation-api:2.1.4	c9db52100ce6c8aac95cc39075f95720d2e561b11f8051b81c121ad4effd7004	2aa5a3ba55059b778a3b467269404d7ac3b9485ed4a23ad26d2e63aa769ec35f	https://repo.maven.apache.org/maven2/jakarta/activation/jakarta.activation-api/2.1.4/jakarta.activation-api-2.1.4-sources.jar
jakarta.xml.bind:jakarta.xml.bind-api:4.0.5	5e489b6c874c4119e003ff1403db523ee3a8959ec499f3de29e77245efccf216	5bcf811e6719582ab2be21c84bc48f963ba377dfe1dae5ecb2673c1efa00e422	https://repo.maven.apache.org/maven2/jakarta/xml/bind/jakarta.xml.bind-api/4.0.5/jakarta.xml.bind-api-4.0.5-sources.jar
